Identifiant de la station;Nom de la station;Capacité de la station;Lattitude;Longitude;Coordonnées géographiques
129132870;Nationale - Place Jules Guesde;23;-1.082.831.082;-570.862.727;"48.8275396246,2.24160522223"
97677210;Parmentier - République;50;488.644.954;23.750.124;"48.8644954,2.3750124"
102335085;Aristide Briand - Place de la Résistance;25;563.299.438;786.251.798;"48.821242484,2.25110024214"
15298647;Temple - Jean-Pierre Timbaud;36;275.160.324;328.620.101;"48.864465972,2.36605972052"
27414945;Montgallet - Charenton;16;-2.095.912.220;1.357.240.426;"48.8426477787,2.38616492781"
653050378;Square René Viviani - Montebello;34;1.973.897.264;-1.715.471.345;"48.8519048914,2.34784215689"
213922790;Champeaux - Gallieni;50;2.027.769.316;1.407.566.340;"48.8644591347,2.41617780179"
82334007;Pascal - Claude Bernard;49;986.865.666;1.594.835.071;"48.8390619522,2.34997820109"
129124069;Haxo - Surmelin;21;106.920.454;14.125.492;"48.8694370761,2.40539657538"
27246227;Edouard Pailleron - Simon Bolivar;24;-2.134.443.316;1.519.360.442;"48.8797988605,2.37483926117"
213692714;Lepic - Armée d'Orient;24;-1.474.225.177;1.594.756.499;"48.8875364038,2.3343077302"
82584215;Place Lafayette;62;-11.393.544;-1.114.738.210;"48.8296549755,2.26386755705"
100918666;Place Pasdeloup;21;1.387.988.221;85.376.845;"48.8626542156,2.36703250628"
256561528;Eugène Oudiné - Dessous Des Berges;44;488.256.423;23.750.226;"48.8256423,2.3750226"
484889494;Hôtel de Ville;26;991.642.343;1.359.962.334;"48.89314452,2.28888183832"
80419347;Lagny - Auguste Blanqui;27;-1.435.725.959;646.014.737;"48.8492256805,2.42186039686"
581480367;Fabre d'Eglantine - Place de la Nation;68;488.471.116;23.956.204;"48.8471116,2.3956204"
66491371;Pierre Sarrazin - Saint-Michel;33;-692.863.330;212.047.068;"48.8509081464,2.34213072807"
34300292;Argenson - Château;25;-1.148.710.966;-922.956.145;"48.8885593147,2.26420015097"
653073004;Tremblay - Lac des Minimes;48;918.656.084;1.752.136.268;"48.8341312615,2.45475165546"
452341449;Choisy - Tolbiac;26;-680.949.809;1.789.792.324;"48.8259115559,2.36023932695"
653217067;Jules Guesde - Laennec;19;-849.274.642;1.803.652.112;"48.876289839,2.50069420785"
1056979685;Bastille - Quai de la Rapée;27;-1.074.754.940;1.465.598.828;"48.8468241086,2.36693646759"
85100352;Porte de la Chapelle;72;-39.697.784;1.170.492.049;"48.898459966,2.36071944237"
101013666;Bercy - Villot;34;-1.473.533.663;1.656.482.710;"48.841795009,2.37678501848"
27313492;Petites Ecuries - Faubourg Saint-Denis;28;884.798.471;586.611.533;"48.8728712059,2.35421508551"
66491395;Daumesnil - Hébrard;40;488.429;238.474;"48.8429,2.38474"
443198808;Gaston Tessier - Rosa Parks RER;37;488.963.765;23.743.692;"48.8963765,2.3743692"
213674686;Place Jeanne d'Arc;36;48.829.575;2.369.126;"48.829575,2.369126"
653137567;Place Saint-Just;22;2.007.730.345;146.545.909;"48.7903795187,2.38952267915"
653087180;Clichy - Douai;32;314.664.063;445.361.080;"48.8841183189,2.32872873545"
1057405802;Place Nelson Mandela;30;-1.929.264.948;1.848.289.272;"48.8978743182,2.21828207374"
653139897;Lebrun - Colonel Fabien;27;66.263.385;-1.045.689.876;"48.7826687073,2.38131780177"
478732841;Sebastopol - Rambuteau;16;-1.904.325.720;-1.160.841.207;"48.8618180927,2.3501381278"
101742129;Cherche-Midi - Hôpital Necker;38;915.999.364;1.823.426.307;"48.8446106331,2.3179140687"
54000570;Place de la Nation - Picpus;36;-1.317.455.222;-578.181.439;"48.8468216815,2.40011304617"
42275164;Reuilly - Daumesnil;36;488.395.385;23.972.516;"48.8395385,2.3972516"
653091677;Place de l'Europe;24;-1.642.125.619;-766.430.962;"48.7891370241,2.42848008871"
100760396;Turbigo - Réaumur;31;1.313.402.014;-2.017.383.714;"48.8655740475,2.35641986132"
66499894;Sainte-Elisabeth - Turbigo;33;-1.588.494.846;-1.496.484.492;"48.8661033743,2.35964924097"
1063012692;Kléber - National;0;4.890.642;223.938;"48.90642,2.23938"
1063971944;Saint-Michel - Luxembourg;0;48.845;2.339.787;"48.845,2.339787"
6245;Ventadour - Opéra;27;-1.327.240.565;708.431.839;"48.8668106533,2.33438844825"
35380305;Le Goff - Gay-Lussac;35;-1.311.596.998;1.853.664.269;"48.846102401,2.34122078866"
1063061372;Résistance - Parmentier;35;1.752.267.107;-1.663.057.687;"48.8596513813,2.43670508265"
27414527;Danielle Casanova - Opéra;20;-730.351.676;-1.805.340.090;"48.8676432423,2.33338940889"
66491396;Château de Vincennes;52;1.700.650.729;-1.173.937.029;"48.8442319326,2.43920953771"
102328355;Place Denfert-Rochereau;20;-317.088.292;-771.178.236;"48.8432525363,2.24598795176"
54000578;Bobillot - Tolbiac;33;-215.841.535;-1.927.170.406;"48.8255961335,2.3502041772"
54000624;Gambetta - Tourelles;20;-1.553.668.110;-330.349.565;"48.8753379023,2.40599211305"
653190196;LCL Campus - Place Oscar Niemeyer;37;1.303.568.392;-668.718.090;"48.8053424806,2.36398369074"
653184632;Edith Cavell - Volta;33;-599.673.345;1.005.840.887;"48.9016165643,2.26935435086"
82440673;Maine - Jean Zay;50;-1.830.030.262;-1.881.047.888;"48.8379252639,2.32254289091"
125918662;Marcadet - Ramey;21;48.890.875;23.449.019;"48.890875,2.3449019"
82408364;Guillaume Bertrand - République;38;-1.775.225.053;-874.338.263;"48.8638251743,2.38090637715"
251039991;Cassini - Denfert-Rochereau;25;1.106.199.980;-1.599.182.072;"48.8375258391,2.33603540808"
27415302;Michel-Ange - Parent de Rosan;26;-1.460.026.749;280.750.665;"48.8405799237,2.25841194391"
42950839;Serrurier;18;-998.957.999;1.213.370.939;"48.8804934032,2.39806417376"
129107656;Félix Ziem - Armand Gauthier;25;1.242.351.909;-1.943.570.260;"48.8894963049,2.3333936588"
128930462;Square Louis XVI;29;-155.426.834;-80.771.486;"48.873204401,2.32365883074"
210581084;Gare Saint-Lazare - Place de Budapest;44;48.877.753;2.327.339;"48.877753,2.327339"
213693511;Quai de la Seine;24;-890.943.643;16.349.533;"48.8844922384,2.37039417028"
129014600;Rossini - Laffitte;33;1.147.078.891;-1.759.745.109;"48.8733462751,2.3379808677"
27414578;Notre-Dame-des-Champs - Stanislas;19;-1.693.288.304;897.607.245;"48.8447992886,2.32933775589"
101753100;Henry Farman;16;-1.090.304.156;1.595.896.770;"48.8337243028,2.27138545364"
129038848;Enghien - Faubourg Poissonnière;0;-1.279.813.087;1.608.110.519;"48.8724200631,2.34839523628"
653200142;Hôtel de Ville;38;1.798.878.392;1.646.115.618;"48.8923718983,2.20554895699"
213945171;Noisy le Sec - Jean-Baptiste Clément;22;2.094.415.047;171.517.322;"48.8745153896,2.41528362036"
50156117;Legendre - Dulong;23;-1.183.603.688;1.874.694.120;"48.8853251694,2.31642376631"
128890772;Bosquet - Saint-Dominique;28;569.336.261;-798.124.720;"48.8586517095,2.30371658023"
1057774603;Marie-Georges Picquart - Pereire;32;1.180.560.719;-2.046.454.581;"48.8886366935,2.31117065996"
102749572;Gare RER de Vincennes;51;-1.985.414.054;725.764.473;"48.8475630151,2.43338316679"
6399;Hautpoul - Jean Jaurès;32;217.453.985;-73.259.908;"48.8863936794,2.38654145444"
129151834;Stalingrad - Désiré Chevalier;42;-1.158.348.207;-1.108.328.337;"48.8567016974,2.44507223368"
210090269;Jean Macé - Faidherbe;63;1.227.786.982;544.009.957;"48.8533754843,2.38286208361"
1559700274;Square Gilbert Thomain;20;-540.851.580;-822.622.075;"48.9071737381,2.26954009384"
54000635;Félix Faure - Sadi Carnot;33;-293.712.988;1.579.540.426;"48.9081211023,2.37862318754"
82458977;Place Falguière;23;-1.244.680.617;1.599.033.561;"48.8362997394,2.31044646353"
220502135;Porte Dorée;36;488.354.337;24.077.132;"48.8354337,2.4077132"
476183970;Gare de l'Est - Place du 11 Novembre 1918;40;48.876.327;23.585.464;"48.876327,2.3585464"
100798076;Danton - Serpente;22;789.801.591;-2.101.683.454;"48.8522973626,2.34141323715"
27363137;Hameau Fleuri - Marché;22;-1.390.637.254;-1.947.888.677;"48.8314488926,2.2412404418"
101748685;Place Etienne Pernet;43;-1.941.812.013;60.426.855;"48.8424345713,2.29218196124"
82568336;Jeanne Hornet - Girardot;29;-274.319.278;-193.084.094;"48.8738026814,2.42782026529"
15412563;Square Desnouettes;22;238.134.386;1.379.970.538;"48.8347683793,2.28414229739"
54000607;Convention - Saint-Charles;20;1.492.689.071;-2.123.102.456;"48.8431561111,2.28310905397"
36003;Pont de Lodi - Dauphine;26;956.930.325;1.880.064.193;"48.8552968986,2.33994730757"
27415169;Nationale - Marcel Duchamp;23;761.819.184;1.831.025.275;"48.8246374934,2.36780148"
653069115;Claude Vellefaux - Sambre et Meuse;34;48.875.022;2.370.478;"48.875022,2.370478"
452347778;Daumesnil - Picpus;21;488.374.688;2.401.765;"48.8374688,2.401765"
85152599;Le Corbusier - Jean Jaurès;46;-711.920.276;-877.054.664;"48.8378083056,2.24083811045"
338853596;Charles de Gaulle - Orléans;26;-1.464.541.486;-842.874.995;"48.880922251,2.27158159018"
27414924;Sambre et Meuse - Villette;25;-287.992.299;288.332.399;"48.8744056662,2.373807238"
275968458;Place du Président Salvador Allende;60;-2.001.406.377;-928.230.529;"48.8973073104,2.40079153681"
284708999;Santé - Arago;38;992.991.184;766.015.242;"48.8350765756,2.3415737262"
41587607;Georges Bernanos - Port Royal;30;1.050.635.569;1.216.393.530;"48.8401452135,2.33735740185"
100783424;Censier - Santeuil;69;228.257.042;-544.161.370;"48.8406589214,2.35375240445"
1057081237;Cimetière Communal;28;-1.520.390.757;294.573.200;"48.8176997739,2.26093120873"
38327;Victor Hugo - La Pompe;41;-1.387.048.757;1.950.550.038;"48.8679522247,2.28146318346"
379063990;Place du 14 Juillet;22;-1.189.170.208;-1.384.653.137;"48.8193351737,2.30044752359"
213692227;Square Louise Michel;36;1.383.653.147;927.176.007;"48.8846873545,2.34413869679"
27064639;Vaugirard - Pasteur;21;1.628.287.912;872.743.417;"48.840408688,2.3154367134"
15212034;Gérando - Rochechouart;21;-1.212.260.962;-2.038.843.472;"48.8829434084,2.34648462385"
38522;Douai - Pierre Fontaine;25;-2.027.448.388;23.328.636;"48.8822910115,2.33324121684"
488980540;Saint-Mandé - Fabre d'Eglantine;34;488.453.579;23.965.022;"48.8453579,2.3965022"
1057730786;Halles - Bourdonnais;20;-90.985.348;-1.206.737.857;"48.8604489926,2.3460162431"
494183852;La Motte-Picquet - La Tour Maubourg;40;488.572.316;23.094.136;"48.8572316,2.3094136"
38060;Gare Montparnasse - Arrivée;43;-384.677.754;-1.918.352.610;"48.8438279943,2.32258111238"
125623876;Phalsbourg - Villiers;20;-1.705.597.417;593.011.567;"48.882423079,2.30904534459"
1062807847;Bibliothèque Nationale de France;42;-1.966.314.406;-840.402.425;"48.8351806435,2.37590409815"
653152142;Château - République;20;48.905.928;2.253.629;"48.905928,2.253629"
128843085;Place du Lieutenant Henri Karcher;30;132.450.738;1.284.296.018;"48.8634908717,2.34006710351"
1063027377;Grande Rue - Europe;25;582.216.690;1.851.171.039;"48.8218104688,2.20587987453"
653099465;Amédée Huon - Fort d'Ivry;31;653.244.306;-1.749.444.500;"48.8051313769,2.3884896934"
1074410417;Stalingrad - Ludwig Van Beethoven;0;488.083.636;23.737.399;"48.8083636,2.3737399"
66491390;Taitbout - Châteaudun;39;-343.859.101;-1.724.495.397;"48.8763839694,2.33535667793"
35816213;Passy - Place du Costa Rica;33;488.584.893;22.839.655;"48.8584893,2.2839655"
66491398;Le Brun - Gobelins;48;372.311.299;-2.144.382.408;"48.8350927878,2.35346813513"
210403080;Lacépède - Monge;23;-2.141.301.957;2.065.544.778;"48.8438928653,2.35196638852"
54000581;Croulebarde - Corvisart;34;-472.493.449;-138.943.159;"48.8309816593,2.34816469252"
54000565;Granges aux Belles;27;-1.609.926.920;-1.604.690.727;"48.8761373391,2.36808449794"
210586093;Dunkerque - Rocroy;24;48.880.726;2.351.464;"48.880726,2.351464"
210574471;Abbeville - Faubourg Poissonnière;14;48.879.223;2.349.147;"48.879223,2.349147"
210738704;Mazagran - Bonne Nouvelle;25;48.870.278;2.351.281;"48.870278,2.351281"
129048000;Saint-Maur - Roquette;46;-191.773.845;1.764.114.123;"48.8586887741,2.38355399457"
126050442;Pereire - Rennequin;23;510.304.899;122.827.879;"48.8836478289,2.29524470866"
583178525;Boissière - Etienne Dolet;21;48.876.111;24.677.312;"48.876111,2.4677312"
632086890;Place de l'Eglise;28;-879.298.665;-695.114.866;"48.7919228199,2.39505775273"
235599121;Général De Gaulle - Alouette;26;48.839.109;24.175.664;"48.839109,2.4175664"
549876068;Villette - Belleville;48;1.467.145.791;876.243.107;"48.8726877314,2.37646132708"
27363362;Seine - Flandre;19;-900.407.548;1.920.565.872;"48.8867857415,2.37461932003"
213700358;Villiers de l'Isle Adam - Pyrénées;20;48.867.362;2.396.222;"48.867362,2.396222"
650091839;Victor Hugo - Ecoles;25;1.590.276.230;111.558.221;"48.8047600794,2.41803739303"
39626277;Lacuée - Lyon;16;-1.620.598.268;1.668.128.788;"48.849268482,2.3704585433"
570185777;Gare de Courbevoie;36;488.993.867;22.506.506;"48.8993867,2.2506506"
6385;Petit - Manin;22;-1.347.857.154;558.229.718;"48.8865068753,2.39381554013"
406806401;Guichet - Jean Jaurès;28;766.214.924;-1.420.079.621;"48.9051698681,2.3023840785"
82421994;Gare de Bercy;35;-830.796.011;-734.447.020;"48.8397945739,2.38260660321"
214123470;Place Léon Gambetta;26;-1.009.902.598;-392.750.589;"48.8146125024,2.40292936563"
37921892;Vinaigriers - Magenta;25;488.731.167;23.593.052;"48.8731167,2.3593052"
985086307;Gare d'Asnières sur Seine;24;148.935.234;1.407.013.327;"48.9063645922,2.28350669146"
255212362;Porte de Versailles;24;774.940.160;187.798.183;"48.8321538173,2.2871491313"
6298;Gare du Nord - Saint-Vincent de Paul;25;1.884.521.771;-382.592.006;"48.8809557416,2.35243051484"
452920451;Mont Valérien - Michel Salles;24;488.561.915;22.152.966;"48.8561915,2.2152966"
54000545;Parc André Citroën;65;-1.568.962.353;-135.577.600;"48.8406399443,2.27806180716"
39536951;Vistule - Choisy;33;1.340.390.467;790.109.552;"48.8236554366,2.36157238483"
1056965116;Lac Daumesnil - Saint-Maurice;50;-1.964.387.242;-388.561.770;"48.8277455574,2.41836547852"
653076373;Bois de Vincennes - Porte Jaune;35;-480.959.313;-531.972.278;"48.8387512467,2.46054891497"
476053320;Ecole Militaire - Place Joffre;26;-1.627.716.277;1.828.959.425;"48.8520602036,2.30179935694"
1057061349;Chancé Milly - Cimetière Communal Sud;32;66.872.641;-1.211.416.808;"48.8968718938,2.30392232537"
1057039016;Fessart - Château;20;4.884.245;223.989;"48.84245,2.23989"
311552027;Temple - Charlot;45;1.958.126.656;875.426.787;"48.8657093438,2.36527372507"
302725495;Gare SNCF Vanves-Malakoff;51;-1.304.185.316;-1.026.327.562;"48.8190021638,2.2921500051"
7247;Charonne - Pierre Bayle;23;901.560.986;-887.587.265;"48.8584450543,2.39039812239"
653134004;Louis Rolland - République;26;-478.500.404;-431.285.819;"48.8171088974,2.3193106435"
653205656;Gare de la Garenne-Colombes;28;48.909.752;2.239.145;"48.909752,2.239145"
85015750;Pergolèse - Malakoff;38;-1.370.213.415;-1.945.538.505;"48.8752108878,2.28427816182"
1057221951;Balzac - Olympes de Gouges;28;139.844.703;-1.850.515.771;"48.7785033249,2.400678657"
1057378487;Fort d'Aubervilliers;22;-1.511.305.707;454.464.525;"48.9150238237,2.4035281688"
1057737444;Place Ginette Hamelin;51;48.837.853;2.382.064;"48.837853,2.382064"
1237624420;Maurice d'Ocagne - General Maudhuy;30;-1.460.353.537;-651.458.163;"48.8241428252,2.31587894261"
27359295;Benoît Frachon - République;30;1.782.557.742;-85.948.091;"48.8523072901,2.41560548544"
54000622;Davout - Volga;28;-1.144.800.976;-1.715.297.113;"48.85291968,2.41052290978"
101008598;Reuilly - Place Felix Eboue;42;-376.081.030;1.447.601.725;"48.840302745,2.39463039872"
27296946;Square Claude Bernard;30;-84.850.864;-1.621.251.226;"48.8987601622,2.37532574683"
653143563;Henri Ravera - Gabriel Péri;30;-524.549.260;502.043.278;"48.7972227383,2.3021158576"
66491391;Claude Vellefaux - Hôpital Saint-Louis;32;-321.891.056;1.378.869.946;"48.872859139,2.37007170699"
27364642;Maine - Liancourt;27;1.286.208.434;-475.984.665;"48.835064364,2.32373144997"
27415389;Gambetta - Père Lachaise;29;1.798.007.795;533.574.268;"48.8642956962,2.39822866728"
35472299;Pyrénées - Plaine;12;-380.535.652;705.222.992;"48.8502670246,2.4062821269"
128874528;Temple - Haudriettes;19;1.566.809.728;220.690.350;"48.8616368802,2.35669602065"
54000557;Simon Bolivar - Henri Turot;22;48.876.887;2.374.454;"48.876887,2.374454"
52474;Belleville -  Pré Saint-Gervais;21;2.017.730.301;-1.596.978.597;"48.8755659101,2.39304609597"
76352106;Saint-Augustin;31;-973.570.496;1.399.577.646;"48.8762009747,2.31978625059"
100921894;Léon Frot - Charonne;19;-1.428.855.934;1.247.811.175;"48.8549638003,2.38721708537"
102317064;St-Ouen - Lamarck;45;1.431.112.323;1.586.740.731;"48.8910830403,2.32673569484"
124183944;Hector Malot - Daumesnil;54;1.477.447.186;1.771.975.309;"48.8469355299,2.37708762288"
101488317;René Coty - Place Denfert-Rochereau;36;846.623.670;808.863.539;"48.8330564773,2.3329411447"
653197206;Marcel Pourtout - Édouard Manet;24;-1.197.967.579;-304.162.570;"48.8755562076,2.16559678316"
27415256;Sahel - Général Michel Bizot;33;-476.699.637;-1.909.198.007;"48.8408729648,2.40444447845"
66491384;Place Aristide Briand;35;1.126.964.823;921.488.839;"48.8218923658,2.41300374269"
102752610;Mairie de Bagnolet;28;-43.174.230;-424.891.858;"48.8684213186,2.41795878857"
49039283;Carpeaux - Place Jacques Froment;19;488.906.542;23.309.428;"48.8906542,2.3309428"
15377776;Paul Valery - Victor Hugo;35;1.494.144.164;-509.569.724;"48.8713740608,2.28871285915"
54000629;Commandant Charcot - Bretteville;36;-478.161.809;-266.611.751;"48.8753057077,2.25584607571"
210567545;Raspail - Varenne;18;-64.148.008;90.233.173;"48.8531478165,2.32639051974"
13105968;Le Brix et Mesmin - Jourdan;21;-1.257.657.853;-2.031.194.937;"48.8223409659,2.3278616533"
653208733;Romainville - Vaillant-Couturier;38;4.886.785;2.446.748;"48.86785,2.446748"
85123644;Pyrénées - Ménilmontant;26;-995.305.530;357.171.507;"48.8693268535,2.39508457482"
27414512;Caire - Dussoubs;40;1.617.494.134;19.721.822;"48.8678534211,2.3493643105"
576188379;Vigée-Lebrun - Anselme Payen;24;933.456.343;-1.958.798.953;"48.8386839416,2.3110422492"
128915891;Octave Gréard - Tour Eiffel;33;150.212.498;1.225.713.966;"48.8565029777,2.29317875433"
39296638;Berri - Haussmann;35;-1.801.199.409;-521.047.510;"48.8747460474,2.3082953319"
314829539;Charles de Gaulle - Beauté;49;1.203.821.063;721.757.757;"48.8364960231,2.47956265115"
213684750;Grenelle - Violet;35;312.256.858;-5.085.899;"48.8499303551,2.29461204261"
82387816;Bertie Albrecht - Hoche;32;1.386.520.532;-468.431.343;"48.8761403983,2.30130313831"
301841024;Molière - République;30;1.508.570.995;952.514.206;"48.8111158139,2.31457386244"
129144878;Paris - Emile Zola;30;1.586.074.863;-1.739.285.909;"48.8548980958,2.41866856813"
102338493;Larmeroux - Baudelaire;30;-1.972.428.075;1.069.055.689;"48.8169399113,2.28098948048"
1062206433;Chemin Vert - Fraternité;20;1.063.018.619;-160.861.185;"48.8771412084,2.44615651667"
647826568;Saint-Germain - Thenard;30;48.850.571;23.471.015;"48.850571,2.3471015"
129143598;Pierret - Madrid;28;-429.019.115;-1.988.024.158;"48.8829765769,2.26012576725"
213694069;Flandre - Alphonse Karr;26;4.889.465;2.381.868;"48.89465,2.381868"
205955605;Bienfaisance - Place de Narvik;36;265.512.965;-2.001.186.256;"48.8766016346,2.31297712773"
27269170;Quai aux Fleurs - Pont Saint-Louis;21;-1.775.345.081;1.043.165.104;"48.8529159562,2.35219571739"
66491405;Charonne - Avron;27;39.542.324;-1.180.328.981;"48.8516026652,2.39840304704"
27399735;Ernest Renan - Parc des Expositions;50;-295.732.760;-1.191.480.465;"48.8308975701,2.2853584215"
85143075;Evariste Galois;30;1.043.106.632;1.843.382.317;"48.8730875373,2.41333801299"
216039437;Lamennais - Washington;26;-1.965.241.600;-1.903.251.603;"48.8735299003,2.30344489217"
54000634;Bineau - Louise Michel;25;1.241.913.596;1.284.096.242;"48.8866616221,2.28432744741"
419381597;Professeur René Leriche - Général Leclerc;50;506.312.709;179.797.503;"48.9078284548,2.3078879714"
221041655;Porte de Clignancourt;56;48.897.488;2.343.996;"48.897488,2.343996"
213690256;Place du Maréchal Juin - Péreire;46;48.885.263;2.298.286;"48.885263,2.298286"
88235134;Alésia - Suisses;47;309.238.062;-204.468.950;"48.8316825207,2.3149869226"
27364581;Parc de Choisy;25;208.245.410;961.781.668;"48.8281562516,2.3585135329"
1396728955;Bastille - Beaumarchais;23;-218.894.050;1.721.154.371;"48.8538334639,2.36857026815"
101751231;Saint-Amand - Labrouste;36;1.291.732.391;-2.066.823.715;"48.8340972748,2.30876773596"
653066427;Franciade - Gabriel Péri;26;964.031.402;1.727.439.349;"48.9326149933,2.35595449805"
41610121;Censier - Jardin des Plantes;28;-781.830.937;-640.776.080;"48.8410717816,2.35547538847"
35106544;René Coty - Parc Montsouris;55;-1.032.889.104;2.020.197.880;"48.824791345,2.33612492681"
269953055;Quai Marcel Boyer - Victor Hugo;29;-1.192.421.015;511.200.215;"48.8225563667,2.39203959703"
285454061;Square de la rue Pixérécourt;15;488.736.824;23.960.278;"48.8736824,2.3960278"
213686471;Eylau - Trocadéro;24;822.050.488;-2.040.110.521;"48.8633541224,2.28642091155"
1062812659;Auguste Blanqui - Glacière;60;1.967.429.506;1.311.435.581;"48.831151603,2.34382219613"
653135400;Paul Vaillant-Couturier - Gare RER;26;-1.186.370.130;-688.953.424;"48.8010815907,2.40209721029"
129135654;Victor Cresson - Telles de la Poterie;31;170.308.313;-18.845.519;"48.822698843,2.2686498275"
389788858;Emeriau - Beaugrenelle;74;389.922.558;1.455.739.851;"48.8479124971,2.28430598974"
82499609;Convention - Lourmel;36;-1.240.074.560;-1.017.793.595;"48.8420550417,2.28599108756"
335989765;Rond-Point de la Chapelle;50;-859.061.960;-1.753.949.905;"48.8951266093,2.35997110605"
54000600;Toqueville - Cardinet;33;1.360.476.473;-464.357.382;"48.8849018711,2.31093931943"
285001735;Vivienne - Montmartre;39;2.032.263.881;1.578.718.489;"48.8713475974,2.34145883471"
54000560;Geoffroy - Marie;20;459.678.381;-1.396.366.107;"48.8737819406,2.34451387634"
1057366813;Hôtel de Ville;32;-25.918.412;44.565.288;"48.8243635613,2.21310473979"
41219552;Saint-Benoît - Jacob;23;-1.638.022.539;1.692.972.427;"48.8554513601,2.33347222209"
27414713;Landy - Heurtault;30;1.763.185.148;1.233.743.578;"48.9150965345,2.37595137209"
42907187;Richard Lenoir - Voltaire;25;-975.449.125;505.816.322;"48.8616427388,2.3727491498"
70903158;Raymond Poincaré - Place Victor Hugo;25;-728.002.505;1.616.092.868;"48.8703061244,2.28507454142"
27415411;Frères Flavien - Porte des Lilas;23;829.577.671;-1.949.242.343;"48.8780992764,2.41104629853"
653153519;Gare des Vallées;20;48.913.179;2.257.726;"48.913179,2.257726"
653040243;Archives - Pastourelle;28;488.623.615;23.595.041;"48.8623615,2.3595041"
6297;Victor Massé - Jean-Baptiste Pigalle;18;-432.272.189;1.410.252.418;"48.8811043724,2.33669556677"
129080400;Belles Feuilles - Place de Mexico;23;-1.386.507.438;-517.925.977;"48.8658047465,2.28292062879"
653106960;Gare RER - Maurice Grandcoing;37;48.813.881;2.392.429;"48.813881,2.392429"
125370566;Manin - Secrétan;20;488.791.665;23.787.959;"48.8791665,2.3787959"
37995;Dom-Pérignon - Gravelle;50;-729.420.415;-696.848.112;"48.8254815744,2.4098803103"
34836174;Place Charles Digeon;32;1.430.005.405;-195.577.896;"48.8435420313,2.41842716932"
653114443;Place Eustache Deschamps;20;48.793.855;2.336.637;"48.793855,2.336637"
102748267;Montreuil - République;25;-733.529.977;-1.839.466.526;"48.8502634946,2.43452042341"
653121023;Fief - République;25;-768.955.768;-678.744.450;"48.8317088817,2.25577197969"
125542925;Louis Blanc - Aqueduc;37;1.954.434.538;-1.565.798.823;"48.8820301826,2.36356157809"
66491369;Montparnasse -  Square Ozanam;49;-241.509.546;640.211.759;"48.8433105678,2.32652429491"
42588096;Bobillot - Moulin des Prés;28;-1.208.300.074;1.338.366.884;"48.8286573462,2.35302064632"
36255;Toudouze - Clauzel;21;-889.152.253;-2.026.287.389;"48.8792959173,2.33736008406"
37874517;Saint-Sulpice;21;861.231.283;-1.018.692.175;"48.8516538318,2.33080778271"
653132534;Louis Lejeune - Barbès;25;1.561.459.844;-514.187.092;"48.8180741898,2.32670098543"
210580039;Tour d'Auvergne - Rodier;17;48.879.161;2.343.698;"48.879161,2.343698"
35149611;Liard - Amiral Mouchez;14;488.214.169;2.342.167;"48.8214169,2.342167"
230873471;Octave Feuillet - Albéric Magnard;21;1.783.164.574;1.876.205.787;"48.8610690295,2.27302830666"
35642049;Jemmapes - Ecluses Saint-Martin;15;-1.573.072.602;-1.126.682.937;"48.8774851919,2.36600674689"
261987383;Place Du Général De Gaulle;26;488.687.591;24.329.931;"48.8687591,2.4329931"
66491385;Fontenay - Libération;25;-1.963.493.107;-90.370.686;"48.8478030636,2.44514197111"
66491389;Place de la Reine Astrid;58;431.412.241;35.131.142;"48.8649209825,2.30254918239"
594942659;Gare du Nord - Denain;20;-1.079.025.632;-1.473.111.771;"48.8795957876,2.35447257757"
624177860;Route de la Muette - Porte de Neuilly;50;488.798.926;22.587.671;"48.8798926,2.2587671"
41498023;Oberkampf - République;24;488.654.533;23.760.261;"48.8654533,2.3760261"
15462236;Galilée - Kléber;33;411.626.599;443.251.077;"48.8674118657,2.29078138011"
39799329;Faubourg Montmartre - La Fayette;35;-1.299.054.601;1.995.698.240;"48.8752545491,2.3408536613"
27362896;Beffroy;26;2.001.096.379;-210.287.445;"48.8865910745,2.26139456034"
210746090;Grand Prieuré - Crussol;49;165.755.693;-1.961.342.278;"48.8646606279,2.36922655318"
652120758;Place de la Porte de Châtillon;59;488.242.469;23.186.306;"48.8242469,2.3186306"
323486248;Montgallet - Reuilly;16;48.844.291;23.896.481;"48.844291,2.3896481"
478952881;Boulets - Voltaire;24;-1.650.900.953;1.844.760.001;"48.8521870562,2.38903015852"
129152818;Place de la Fraternité;22;2.128.077.344;563.531.063;"48.8571640584,2.42284744978"
102319838;Quai de la Loire - Jean Jaurès;16;1.231.075.649;-827.482.330;"48.8833973385,2.37107452298"
652192395;Route de Sèvres - Porte de Bagatelle;66;-769.827.451;-291.959.411;"48.8752598413,2.24941581488"
49403716;Commandant Rivière;27;48.872.933;2.309.796;"48.872933,2.309796"
49807107;Flandrin - Henri Martin;18;488.643.275;22.724.174;"48.8643275,2.2724174"
129059516;Picpus - Louis Braille;44;110.681.858;-272.659.072;"48.8399887889,2.40052566855"
27415179;Sarrette - Général Leclerc;22;1.443.068.912;883.846.826;"48.8250308529,2.3264128694"
82550925;Place des Marseillais;37;-943.728.310;-757.624.762;"48.8266390725,2.40592807531"
653048150;Jussieu - Guy de la Brosse;40;48.845.665;2.355.653;"48.845665,2.355653"
54000582;Edgar Quinet - Gaité;27;-457.030.281;-1.264.793.206;"48.841160929,2.32459545135"
